FUSION_ID,Count
TDU_consensed_contig_48752|TPO_consensed_contig_106427,124
TDU_consensed_contig_101610|TPO_consensed_contig_16147,0
TDU_consensed_contig_3076|TPO_consensed_contig_4409,1990
TDU_consensed_contig_86268|TPO_consensed_contig_109535,0
TDU_consensed_contig_12660|TPO_consensed_contig_35704,691
TDU_consensed_contig_36157|TPO_consensed_contig_32174,546
TDU_consensed_contig_35369|TPO_consensed_contig_85862,471
TDU_consensed_contig_33692|TPO_consensed_contig_46821,564
TDU_consensed_contig_69335|TPO_consensed_contig_9777,308
TDU_consensed_contig_27762|TPO_consensed_contig_116132,2048
TDU_consensed_contig_45813|TPO_consensed_contig_12048,2
TDU_consensed_contig_71767|TPO_consensed_contig_114694,1
TDU_consensed_contig_59196|TPO_consensed_contig_84448,112
TDU_consensed_contig_40284|TPO_consensed_contig_111118,0
TDU_consensed_contig_56821|TPO_consensed_contig_19898,50
TDU_consensed_contig_59592|TPO_consensed_contig_32672,348
TDU_consensed_contig_80707|TPO_consensed_contig_12642,5754
TDU_consensed_contig_68449|TPO_consensed_contig_91407,558
TDU_consensed_contig_68151|TPO_consensed_contig_33765,2447
TDU_consensed_contig_60664|TPO_consensed_contig_28309,47
TDU_consensed_contig_56748|TPO_consensed_contig_9392,155
TDU_consensed_contig_11053|TPO_consensed_contig_39553,12785
TDU_consensed_contig_4745|TPO_consensed_contig_27969,161
TDU_consensed_contig_37494|TPO_consensed_contig_37012,4466
TDU_consensed_contig_39883|TPO_consensed_contig_26319,62
TDU_consensed_contig_38951|TPO_consensed_contig_88491,0
TDU_consensed_contig_38948|TPO_consensed_contig_17905,0
TDU_consensed_contig_8405|TPO_consensed_contig_33570,5949
TDU_consensed_contig_46251|TPO_consensed_contig_32522,282
TDU_consensed_contig_34448|TPO_consensed_contig_43120,93
TDU_consensed_contig_57117|TPO_consensed_contig_85400,0
TDU_consensed_contig_57333|TPO_consensed_contig_17762,1754
TDU_consensed_contig_16521|TPO_consensed_contig_16031,59
TDU_consensed_contig_8604|TPO_consensed_contig_16601,424
TDU_consensed_contig_75042|TPO_consensed_contig_10293,0
TDU_consensed_contig_56911|TPO_consensed_contig_37656,1419
TDU_consensed_contig_35746|TPO_consensed_contig_13623,85
TDU_consensed_contig_16676|TPO_consensed_contig_13149,237
TDU_consensed_contig_104154|TPO_consensed_contig_24645,0
TDU_consensed_contig_86271|TPO_consensed_contig_59209,44
TDU_consensed_contig_28098|TPO_consensed_contig_32709,576
TDU_consensed_contig_40286|TPO_consensed_contig_17932,228
TDU_consensed_contig_67353|TPO_consensed_contig_71040,0
TDU_consensed_contig_6837|TPO_consensed_contig_38786,24
TDU_consensed_contig_33969|TPO_consensed_contig_43357,120
TDU_consensed_contig_38793|TPO_consensed_contig_13302,1
TDU_consensed_contig_72992|TPO_consensed_contig_83367,0
TDU_consensed_contig_28679|TPO_consensed_contig_46903,256
TDU_consensed_contig_32845|TPO_consensed_contig_16196,117
TDU_consensed_contig_75315|TPO_consensed_contig_27827,564
TDU_consensed_contig_102617|TPO_consensed_contig_18635,0
TDU_consensed_contig_60325|TPO_consensed_contig_13545,72
TDU_consensed_contig_9119|TPO_consensed_contig_37763,205
TDU_consensed_contig_36823|TPO_consensed_contig_38920,148
TDU_consensed_contig_12946|TPO_consensed_contig_38940,368
TDU_consensed_contig_12496|TPO_consensed_contig_37721,1798
TDU_consensed_contig_75477|TPO_consensed_contig_11577,6
TDU_consensed_contig_39516|TPO_consensed_contig_42256,6
TDU_consensed_contig_34338|TPO_consensed_contig_18819,1265
TDU_consensed_contig_60709|TPO_consensed_contig_84476,981
TDU_consensed_contig_2774|TPO_consensed_contig_84555,7151
TDU_consensed_contig_101853|TPO_consensed_contig_16816,2228
TDU_consensed_contig_64901|TPO_consensed_contig_28516,34
TDU_consensed_contig_39518|TPO_consensed_contig_96969,1073
TDU_consensed_contig_101581|TPO_consensed_contig_34949,0
TDU_consensed_contig_100763|TPO_consensed_contig_21833,4
TDU_consensed_contig_64381|TPO_consensed_contig_89508,12
TDU_consensed_contig_47301|TPO_consensed_contig_86180,16
TDU_consensed_contig_12648|TPO_consensed_contig_16316,67
TDU_consensed_contig_12371|TPO_consensed_contig_84318,2627
TDU_consensed_contig_39928|TPO_consensed_contig_58582,0
TDU_consensed_contig_18461|TPO_consensed_contig_39694,0
TDU_consensed_contig_33436|TPO_consensed_contig_27538,6482
TDU_consensed_contig_102177|TPO_consensed_contig_20130,70
TDU_consensed_contig_33688|TPO_consensed_contig_34221,1828
TDU_consensed_contig_18692|TPO_consensed_contig_108159,0
TDU_consensed_contig_56846|TPO_consensed_contig_34589,361
TDU_consensed_contig_13355|TPO_consensed_contig_100955,472
TDU_consensed_contig_86970|TPO_consensed_contig_111565,0
TDU_consensed_contig_20226|TPO_consensed_contig_42203,1183
TDU_consensed_contig_88810|TPO_consensed_contig_116113,3
TDU_consensed_contig_61588|TPO_consensed_contig_105827,76
TDU_consensed_contig_101945|TPO_consensed_contig_68391,0
TDU_consensed_contig_27936|TPO_consensed_contig_35859,989
TDU_consensed_contig_19428|TPO_consensed_contig_40171,190
TDU_consensed_contig_8472|TPO_consensed_contig_16638,122
TDU_consensed_contig_16874|TPO_consensed_contig_58867,12889
TDU_consensed_contig_45868|TPO_consensed_contig_35616,4441
TDU_consensed_contig_9216|TPO_consensed_contig_47340,15
TDU_consensed_contig_36218|TPO_consensed_contig_95174,1086
TDU_consensed_contig_91839|TPO_consensed_contig_66236,0
TDU_consensed_contig_34888|TPO_consensed_contig_91844,83
TDU_consensed_contig_57766|TPO_consensed_contig_28199,89
TDU_consensed_contig_37324|TPO_consensed_contig_36079,1054
TDU_consensed_contig_82274|TPO_consensed_contig_102463,1157
TDU_consensed_contig_69610|TPO_consensed_contig_9736,41
TDU_consensed_contig_62134|TPO_consensed_contig_19579,111
TDU_consensed_contig_45014|TPO_consensed_contig_8890,312
TDU_consensed_contig_33119|TPO_consensed_contig_35778,71
TDU_consensed_contig_27373|TPO_consensed_contig_59761,72
TDU_consensed_contig_40824|TPO_consensed_contig_41222,1
TDU_consensed_contig_68824|TPO_consensed_contig_88006,0
TDU_consensed_contig_59544|TPO_consensed_contig_101475,366
TDU_consensed_contig_23462|TPO_consensed_contig_85074,643
TDU_consensed_contig_59252|TPO_consensed_contig_10000,6002
TDU_consensed_contig_59187|TPO_consensed_contig_100864,772
TDU_consensed_contig_74326|TPO_consensed_contig_47243,197
TDU_consensed_contig_59383|TPO_consensed_contig_91061,312892
TDU_consensed_contig_45891|TPO_consensed_contig_83920,587
TDU_consensed_contig_80841|TPO_consensed_contig_85983,206
TDU_consensed_contig_74539|TPO_consensed_contig_37333,401
TDU_consensed_contig_84445|TPO_consensed_contig_40014,8
TDU_consensed_contig_38621|TPO_consensed_contig_16099,97
TDU_consensed_contig_24387|TPO_consensed_contig_62642,0
TDU_consensed_contig_73880|TPO_consensed_contig_20205,175
TDU_consensed_contig_42577|TPO_consensed_contig_49292,33
TDU_consensed_contig_27733|TPO_consensed_contig_16166,3085
TDU_consensed_contig_75131|TPO_consensed_contig_37525,0
TDU_consensed_contig_13259|TPO_consensed_contig_13948,46
TDU_consensed_contig_17519|TPO_consensed_contig_58392,0
TDU_consensed_contig_8818|TPO_consensed_contig_13036,6724
TDU_consensed_contig_9953|TPO_consensed_contig_47330,0
TDU_consensed_contig_7293|TPO_consensed_contig_37856,34
TDU_consensed_contig_74796|TPO_consensed_contig_89874,564
TDU_consensed_contig_35545|TPO_consensed_contig_107904,2933
TDU_consensed_contig_74127|TPO_consensed_contig_106173,2291
TDU_consensed_contig_100459|TPO_consensed_contig_10703,0
TDU_consensed_contig_13517|TPO_consensed_contig_38353,201
TDU_consensed_contig_15885|TPO_consensed_contig_12447,41
TDU_consensed_contig_69277|TPO_consensed_contig_65498,0
TDU_consensed_contig_38977|TPO_consensed_contig_16040,704
TDU_consensed_contig_7261|TPO_consensed_contig_8675,1374
TDU_consensed_contig_17492|TPO_consensed_contig_16892,1183
TDU_consensed_contig_75151|TPO_consensed_contig_107176,0
