FUSION_ID,BOTH_EXACT,BOTH_INEXACT_EQUAL,SAM_A_ONLY_EXACT,SAM_B_ONLY_EXACT,SAM_A_EXACT_SAM_B_INEXACT,SAM_B_EXACT_SAM_A_INEXACT,SAM_A_ONLY_SINGLE_INEXACT,SAM_B_ONLY_SINGLE_INEXACT,SAM_A_INEXACT_BETTER,SAM_B_INEXACT_BETTER
TDU_consensed_contig_48752|TPO_consensed_contig_106427,18,3,13,0,12,0,6,0,7,1
TDU_consensed_contig_101610|TPO_consensed_contig_16147,0,0,0,118,0,0,0,161,0,0
TDU_consensed_contig_3076|TPO_consensed_contig_4409,1000,218,9,0,498,1,18,0,187,11
TDU_consensed_contig_86268|TPO_consensed_contig_109535,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_12660|TPO_consensed_contig_35704,535,68,1,0,181,1,7,0,86,11
TDU_consensed_contig_36157|TPO_consensed_contig_32174,180,18,22,3,135,3,10,11,42,2
TDU_consensed_contig_35369|TPO_consensed_contig_85862,281,57,14,2,89,1,7,78,24,2
TDU_consensed_contig_33692|TPO_consensed_contig_46821,181,27,3,0,106,4,4,49,59,6
TDU_consensed_contig_69335|TPO_consensed_contig_9777,97,34,14,706,84,0,151,2678,360,51
TDU_consensed_contig_27762|TPO_consensed_contig_116132,812,75,2855,0,506,5,867,1,191,12
TDU_consensed_contig_45813|TPO_consensed_contig_12048,0,0,884,0,2,0,235,0,0,0
TDU_consensed_contig_71767|TPO_consensed_contig_114694,0,0,6,8,0,0,12,36,0,0
TDU_consensed_contig_59196|TPO_consensed_contig_84448,7,3,0,80,7,0,0,125,1,0
TDU_consensed_contig_40284|TPO_consensed_contig_111118,0,0,0,13,0,0,0,1,0,0
TDU_consensed_contig_56821|TPO_consensed_contig_19898,9,1,0,0,36,0,4,6,6,0
TDU_consensed_contig_59592|TPO_consensed_contig_32672,178,13,4,0,404,0,9,0,106,6
TDU_consensed_contig_80707|TPO_consensed_contig_12642,3680,366,28,3,2053,19,58,13,649,60
TDU_consensed_contig_68449|TPO_consensed_contig_91407,251,35,732,0,100,7,149,3,17,7
TDU_consensed_contig_68151|TPO_consensed_contig_33765,2911,329,54,1679,1115,13,37,1233,475,33
TDU_consensed_contig_60664|TPO_consensed_contig_28309,17,0,0,4,5,1,0,0,1,0
TDU_consensed_contig_56748|TPO_consensed_contig_9392,94,5,5624,0,154,0,1555,2,71,16
TDU_consensed_contig_11053|TPO_consensed_contig_39553,5887,1048,75,7,4709,34,147,15,1832,129
TDU_consensed_contig_4745|TPO_consensed_contig_27969,104,6,7,12,36,4,5,51,22,5
TDU_consensed_contig_37494|TPO_consensed_contig_37012,3929,1144,54,0,2229,24,88,2,986,73
TDU_consensed_contig_39883|TPO_consensed_contig_26319,69,15,1869,0,22,0,409,0,21,1
TDU_consensed_contig_38951|TPO_consensed_contig_88491,0,0,0,117,0,0,0,84,0,0
TDU_consensed_contig_38948|TPO_consensed_contig_17905,0,0,30,4,0,0,2,0,0,0
TDU_consensed_contig_8405|TPO_consensed_contig_33570,2388,252,62,3,3728,19,105,20,1040,49
TDU_consensed_contig_46251|TPO_consensed_contig_32522,130,9,1,0,117,0,3,0,20,4
TDU_consensed_contig_34448|TPO_consensed_contig_43120,16,6,0,1,17,0,0,1,9,2
TDU_consensed_contig_57117|TPO_consensed_contig_85400,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_57333|TPO_consensed_contig_17762,346,15,24,185,359,3,83,511,147,13
TDU_consensed_contig_16521|TPO_consensed_contig_16031,8,3,0,6,3,2,0,3,0,0
TDU_consensed_contig_8604|TPO_consensed_contig_16601,434,83,0,0,46,2,2,0,18,2
TDU_consensed_contig_75042|TPO_consensed_contig_10293,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_56911|TPO_consensed_contig_37656,1461,166,17,792,729,11,16,532,273,17
TDU_consensed_contig_35746|TPO_consensed_contig_13623,115,15,12,0,181,3,17,0,48,5
